id,acronym,status,title,startDate,endDate,totalCost,ecMaxContribution,legalBasis,topics,ecSignatureDate,frameworkProgramme,masterCall,subCall,fundingScheme,nature,objective,contentUpdateDate,rcn,grantDoi
101135742,QUENCH,SIGNED,quantum-enhanced benchtop nmr spectrometer,2024-01-01,2026-12-31,"2556603,75","2556603,75",HORIZON.2.4,HORIZON-CL4-2023-DIGITAL-EMERGING-01-50,2023-11-21,HORIZON,HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT,HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT,HORIZON-RIA,,"nuclear magnetic resonance (nmr) spectroscopy is the workhorse of modern molecular structural analysis with countless scientific applications, from materials science to drug discovery. nevertheless, even the most modern nmr spectrometers still employ the same principles as 80 years ago, induction coils and high magnetic fields, making them bulky, expensive, and inaccessible to many potential users. however, a novel type of nmr sensor emerged recently from solid-state spin quantum systems: the nitrogen-vacancy (nv) center in diamond, which has demonstrated unparalleled sensitivities in detecting nmr signals. in this proposal, we aim to significantly enhance the sensitivity of modern benchtop nmr spectrometers by several orders of magnitude. we will achieve this improvement by combining the nmr technology field with cutting-edge quantum sensing, employing improved nv-diamond materials, advanced microwave antennas, novel pulse sequences, and quantum control protocols. the goal is to achieve complete control and protection from the environmental noise of the nv-spin state, incorporating quantum memories and logical operations to reach radiofrequency sensitivities well beyond those of classical nmr sensors. the quantum-enhanced benchtop nmr spectrometer will be applied and validated in an analytical chemistry lab environment to demonstrate record sensitivities in molecular analysis enabled by quantum technology, with potential applications in quality control, environmental monitoring, medical diagnostics, online monitoring of chemical reactors, and materials discovery.",2024-09-06 18:30:05,259155,10.3030/101135742
101070546,MUQUABIS,SIGNED,multiscale quantum bio-imaging and spectroscopy,2022-07-01,2026-06-30,"6664541,25",6664541,HORIZON.2.4,HORIZON-CL4-2021-DIGITAL-EMERGING-01-21,2022-06-21,HORIZON,HORIZON-CL4-2021-DIGITAL-EMERGING-01,HORIZON-CL4-2021-DIGITAL-EMERGING-01,HORIZON-RIA,,"understanding and controlling complex systems at different scales is a major challenge in biology and medicine. quantum sensing technologies hold much promise for disruptive approaches to imaging and spectroscopy of biological matter.  muquabis aims at developing synergetic tools of quantum bio-sensing and bio-imaging. such sensors will offer biology a distinctive host of powerful features  non-invasiveness, sensitivity, spatial and temporal resolutions, likely to conquer new frontiers in imaging and spectroscopy, out-of-reach of their classical counterparts. a focus is a global structural and functional understanding of cardiac cell layers from molecules to cells to tissues. their study in healthy and diseased conditions will shed light on cardiac arrhythmias, largely responsible for morbidity and sudden cardiac death. advancing beyond modern tools of photonics and quantum measurements, new concepts for quantum frequency combs and infrared lasers will be explored. low-light-level spectro-imaging will detect cell-membrane proteins and gaseous metabolites nearby cell tissues, below the quantum noise limit. concurrently, a quantum magneto-microscope based on diamond nitrogen-vacancy centers will be combined to optical imaging for electrophysiology. such a hybrid sensor will simultaneously and locally reveal the magnetic and electric fields in cardiac-cell activity.   muquabis proposes a unique synergic effort, gathering complementary expertise, technologies and infrastructures. leading research institutions in quantum sensing, quantum optics and biophysics, together with four high-tech companies will rapidly move the project from fundamental quantum sensing components and protocols to technology validation on biological samples to a roadmap for industrial exploitation.  muquabis will pave the way to ground-breaking quantum-based tools and protocols for medical diagnostics and treatments, a strategic objective for the european quantum technology flagship.",2022-09-13 17:47:57,241639,10.3030/101070546
101099699,ALUVia,SIGNED,aluminium oxide integrated photonic platform for applications in the ultraviolet (uv),2022-12-01,2025-11-30,2054755,2054755,HORIZON.3.1,HORIZON-EIC-2022-TRANSITIONOPEN-01,2022-10-26,HORIZON,HORIZON-EIC-2022-TRANSITION-01,HORIZON-EIC-2022-TRANSITION-01,HORIZON-EIC,,"the goal of aluvia is to establish the first european al2o3-on-sio2 (aluminum oxide on silicon dioxide) integrated photonic platform for operation in the ultraviolet (uv) wavelength region. the platform will be commercialized as a foundry service via the spin-off company of the pis group, aluvia photonics b.v., which is founded in the framework of the erc proof-of-concept project asindo. the platform will contain a comprehensive library of widely deployable building blocks that will be offered commercially. an integrated photonic packaging technology will be developed for operation down to ultraviolet wavelengths. as a test-base and driver for the developed building blocks and packaging technology, we will utilize the aluvia platform in two application fields that have promising commercial and scientific potential, namely (1) an integrated sensor for uv (resonant) raman spectroscopy and (2) an integrated multiple-ion trap for the parallelization of on-chip quantum qubit generation, one of the most advanced quantum computing technologies today.",2022-11-09 17:21:54,242818,10.3030/101099699
101184899,Spectroscopy-at-IKU,SIGNED,spectroscopy@iku - manipulating and characterizing molecular architectures: from isolated molecules to molecular crystals,2025-01-01,2029-12-31,0,"2499973,61",HORIZON.4.1,HORIZON-WIDERA-2023-TALENTS-01-01,2024-10-02,HORIZON,HORIZON-WIDERA-2023-TALENTS-01,HORIZON-WIDERA-2023-TALENTS-01,HORIZON-CSA,,"spectroscopy@iku aims to strengthen molecular physics, chemistry and materials sciences at istanbul kultur university (iku), by establishing a strong, internationally competitive research team dedicated to molecular spectroscopy at the iku faculty of sciences and letters. the team will be led by prof. rui fausto (era chair holder), a world-leading scientist in the field. a new research infrastructure dedicated to spectroscopy will be created, supporting the era chair team and serving as a spectroscopy platform for other iku research groups. additionally, it will provide spectroscopy services to external users, from both academy and industry. the era-chair research team will engage in training young researchers and post-graduate students, contribute to the academic activities of iku on spectroscopy, and participate actively in outreaching actions. all activities will follow the principle of free circulation of knowledge and expertise, aligning with era priorities. research will focus on two main areas sharing the need for precise molecular structure manipulation and characterization: (i) structure and reactivity of atmospheric and astrophysically relevant molecules, and (ii) polymorphism in molecular crystals and cocrystals. the first subject centers on the laboratory study of isolated molecules and small aggregates, addressing fundamental chemistry and physics in earth's atmosphere and space, through exploration of new avenues of chemical reactivity and their underneath physical processes, such as reactions resulting from vibrational excitation of molecules or taking place via quantum mechanical tunneling, two subjects the era-chair holder has been pioneering. the second main subject is a hot topic in materials sciences and one of the most crucial subjects for pharmaceutical industry at the moment. new approaches for polymorphs screening will be implemented, based on the development of novel versatile techniques for molecular crystals/cocrystals generation.",2024-10-09 16:48:09,266495,10.3030/101184899
190186747,Nexdiag,SIGNED,revolutionising allergies diagnostics with the next generation of ultra-sensitive highly multiplexed diagnostic tests based on micro-pearls,2023-05-01,2026-07-31,3628125,2500000,HORIZON.3.1,HORIZON-EIC-2022-ACCELERATOROPEN-01,2023-04-05,HORIZON,HORIZON-EIC-2022-ACCELERATOR-01,HORIZON-EIC-2022-ACCELERATOR-01,HORIZON-EIC-ACC-BF,,"the who predicts that half of the european population will suffer from allergies. allergies are a growing burden for our society, our healthcare system and companies that have to take staff off work due to disabling symptoms.thanks to fluorescent µpearls and the discovery of quantum plates, nexdot is developing a highly multiplexed diagnostic test that will allow to assay ige on 500 allergens (and up to 1000) at once using only one drop of blood. this innovation will revolutionize the way allergies are treated by reducing drastically the time to diagnostic and its associated cost (x10-20 reduction).our technology could also be extended to serology tests, for detection of patient’s antibodies against infectious agents or cancer markers. it can be extended for global health for the easy and cost-effective detection of antigens as infectious or toxic agents in human, animals or environment for global health, or food for industry.",2025-05-19 17:20:24,252735,10.3030/190186747
101135082,IRE,SIGNED,intelligent robotic endoscopes for improved healthcare services,2024-03-01,2028-02-29,6189085,6189082,HORIZON.2.4,HORIZON-CL4-2023-DIGITAL-EMERGING-01-01,2023-11-23,HORIZON,HORIZON-CL4-2023-DIGITAL-EMERGING-01,HORIZON-CL4-2023-DIGITAL-EMERGING-01,HORIZON-RIA,,"in intelligent robotic endoscopes (ire) for improved healthcare services we envision creating intelligent robotics solutions, extending current endoscope technology with robotics control that is based on learning from currently collected human operator data, coupled with novel bio-mechanical modeling techniques, and sensory feedback as well as soft robotics phantom for training.the challenge with colonoscopy is that the success rate of detecting cancer depends on the skills of the clinician that operates the endoscope. from a health and societal perspective, the number of colonoscopies is bound to increase as they are the only way to screen patients for early cancer detection. many european countries have national screening programs. this is a very big market in need of improved technology.ire enables a new generation of intelligent robots that through data, simulation and learning can interact with the interior of a living human while communicating with a human operator. the huge variation of human anatomy and the dynamic effect of human physiology make it a complicated navigational task to use endoscopes. entanglement, haemorrhage, and perforation risks create a critical and difficult environment to navigate autonomously in where even trained human operators meet challenges. we exploit one of the largest datasets on real-life colonoscopies with more than 2,000 operations to learn safe navigation, combined with simulated training on a population of biomechanical models of the abdominal region.ire boosts the design and configuration of the robotic endoscope using digital twins and simulation, and careful inclusion of clinicians will speed up the process of integration. ire will raise the level of autonomy by building upon simulation, imaging, and learning to yield an increased interpretation and understanding of the complex real- world environments, capable of anticipating the effect of human motions, adapting and replanning to avoid entanglement.",2024-01-18 11:46:50,259555,10.3030/101135082
190119289,SWAN,SIGNED,swan: blitzscaling  the early detection  of skin cancer,2022-07-01,2024-12-31,"3920366,25",2500000,HORIZON.3.1,HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-01,2022-06-09,HORIZON,HORIZON-EIC-2021-ACCELERATORCHALLENGES-01,HORIZON-EIC-2021-ACCELERATORCHALLENGES-01,HORIZON-EIC-ACC-BF,,"swan is a breakthrough solution to the enduring problem of detecting skin cancer early. for the first time, swan enables *full-body* scanning at *dermoscopic* resolution and in less than *3* minutes to the benefit of *all* stakeholders: patients, physicians, hospitals and payers.the solution captures key data that dermatologists acutely need for early diagnosis and brings breakthrough ai triage assistance to flag concerning lesions. significant medical time is saved in the process and for patients, the impact is faster access to treatment when needed, fewer unnecessary biopsies and peace of mind. the solution combines hardware and software and is at the crossroads of cutting-edge, patented technologies in real-time 3d human avatar generation, advanced robotic control, image processing and ai classification of lesions. our ambition is to make best-in-class skin cancer screening accessible to everyone, everywhere and finally help dermatology make a quantum leap forward.",2022-08-16 17:30:14,239651,10.3030/190119289
101135845,QU-PIC,SIGNED,quantum universal photonics integrated circuit platform,2024-01-01,2027-12-31,0,5947868,HORIZON.2.4,HORIZON-CL4-2023-DIGITAL-EMERGING-01-40,2023-11-14,HORIZON,HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT,HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT,HORIZON-RIA,,"quantum technology holds the promise of enabling next generation computing, communications and sensing systems. however, the size, cost and scalability of current devices prevents them from reaching their full potential. photonics is one of the key enabling technologies for quantum technology. in particular, photonics integrated circuits (pics) with their wafer-level manufacturing based on microfabrication technologies can provide the reduction in size and cost and enable next generation scalable quantum technologies. to fully achieve this goal, an universal pic technology that can serve most quantum applications is needed.in qu-pic, we selected the al2o3 integrated photonics platform as backbone technology for the development of quantum pics thanks to its excellent low propagation loss performance and wide operating spectral region from the ultraviolet (200 nm) until the mid-infrared. a large range of pic building blocks is developed in qu-pic, focusing on areas where materials or integration technologies are not yet available. several light sources, including multiwavelength tunable lasers with operation at 399 nm, 411 nm and 935 nm on the pic, uvc external cavity lasers emitting at 280 nm, sources of squeezed photons, single photon detectors, programmable asics and the required packaging and assembly technologies will be investigated. an open pdk will group all the developed quantum building blocks to accelerate innovation from the initial idea to an actually manufactured system. two application demonstrators will be implemented using the developed building blocks, namely a source of gkp states for quantum processing and an atomic clock based on yb+ ions for quantum sensing. it is the ambition of qu-pic to secure a full european supply chain to establish europes sovereignty and manufacturing capabilities in photonics integrated circuits for quantum.",2024-01-18 11:46:50,259559,10.3030/101135845
101189542,SIROCO,SIGNED,simple and robust laser source with eu supply chain and cavity and injection-free optical parametric oscillator for spaceborne lidar,2024-12-01,2028-11-30,0,"3071640,77",HORIZON.2.4,HORIZON-CL4-2024-SPACE-01-73,2024-11-06,HORIZON,HORIZON-CL4-2024-SPACE-01,HORIZON-CL4-2024-SPACE-01,HORIZON-RIA,,"siroco (simple and robust laser source with eu supply chain and cavity and injection-free optical parametric oscillator for spaceborne lidar) aims to reach eu independence for high-power lasers in the eye-safe region. a solution based on wavelength conversion from a 1m laser will be matured, ensuring eu supply chain independence for power laser emission in the 1.5-3m range. such breakthrough laser will build the foundation of next greenhouse gases (ghg) spaceborne sensors by integrated path differential absorption lidar (ipda), by which ghg of interest can be probed in the 1.6m or 2m eye-safe regions. to meet the stringent spectral, spatial beam, and power properties required, efficient and versatile wavelength converters such as optical parametric oscillators (opos) pumped by mature 1m power lasers are key enabling technologies. this is also the approach in the european methane remote sensing lidar mission (merlin).siroco will mature innovative critical optical space technologies to trl6, including a hybrid fiber/bulk 1m laser combined with a new backward wave opo (bwopo) concept. this will lead to a simplification shock compared to the state of the art, as no optical cavity is required (higher robustness and easier integration), nor any opo seed source (higher compactness and simplicity in wavelength control). it will increase eu competitiveness by faster integrated, less risky, more sensitive future space ipda.siroco will develop nonlinear crystals to ensure an eu supply chain, which are key components for various applications (general laser physics, ipda emitters, quantum applications). their exploitation path towards future space lidar and quantum communications will be delivered through two public technical roadmaps.siroco is a 4-year 3meuros valued action, gathering renown research & academic organisations and smes, and supported by an advisory board with experts from the european space research, atmosphere science and quantum communities.",2024-11-15 16:33:48,267367,10.3030/101189542
101166330,SEMIQLEAP,SIGNED,novel semiconductor lasers for the industrial quantum leap,2024-05-01,2026-04-30,"3464911,25","2425437,88",HORIZON.3.1,HORIZON-EIC-2023-ACCELERATORCHALLENGES-05,2024-04-05,HORIZON,HORIZON-EIC-2023-ACCELERATOR-01,HORIZON-EIC-2023-ACCELERATOR-01,HORIZON-EIC-ACC-BF,,"vexlum has developed a laser architecture for a high-power low-noise laser using a vertically integrated manufacturing process. the application of vexlums laser to atomic-based quantum systems exploits vertical-external-cavity surface-emitting laser (vecsel) with a quantum-well gain medium that is optically pumped and can include an intra-cavity doubling element. historically, achieving high powers in atomic systems required amplifying and frequency-doubling external cavity diode lasers, frequency-doubled fiber lasers, or tisaphire lasers, all of which have drawbacks. vexlum lasers are regarded as a potentially disruptive technologies and have been validated in key quantum system experiments by early technology adopters, yet largely confined to research labs. the eic accelerator grant will allow us to address the industrial quantum technologies market by overcoming challenges identified by the early version products, for example related standardized volume production and operational lifetime. our go-to-market strategy for industrial quantum systems is based on redesigning and developing the production chain from wafer level to semiconductor gain chip, and system developments with refined laser features. to this end, we focus resources on fast-tracking the development of the technology needed to reach the reliability and swap-c expectations of high trl markets engaging advanced manufacturing processes based on automation routines. these capabilities would allow us to maintain our customer focus and quality while we scale-up into a business growth phase. in a broad perspective we target to secure the full scale development value chain of advanced lasers for quantum systems, capitalizing on vertical integration of semiconductor manufacturing processes from wafer design and epitaxy to system level assembly and testing.",2024-04-16 18:20:12,262503,10.3030/101166330
101093008,M3NIR,SIGNED,"integrated, modular, multisensing, mid- and near- ir sensing platform",2023-01-01,2026-06-30,"4999301,25",4999301,HORIZON.2.4,HORIZON-CL4-2022-DIGITAL-EMERGING-01-03,2022-12-02,HORIZON,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-CL4-2022-DIGITAL-EMERGING-01,HORIZON-RIA,,"photonics-based sensing in the mid-ir been proven to be the key technology for highly efficient sensing in a plethora of applications ranging from environmental monitoring  to industrial process control, medical diagnostics, water quality, safety applications, medical and more. related to other sensing approaches, mid-ir spectroscopy-based sensing enables the fast, reliable, and consumables/maintenance-free operation for the detection of trace amounts (even in the sub-ppb range) to high concentration of the targeted analytes. the interest in the technology has been significantly increased due to the maturing of the quantum cascade lasers (qcls). qcls offer an up to 2-orders of magnitude enhancement in the signal-to-noise ratio while enabling the direct access to the characteristic molecular fingerprint region of the targeted analytes. m3nir develops very innovative (currently at trl2) mid-ir sensing approaches to significantly boost the technology in terms of performance (low limit of detection, multiple-species detection), footprint (co-integrating of lasers and components) reduction of energy consumption and cost. for the latest two, m3nir implements detector-free sensing by means of the self-mixing detection scheme. moreover, the combination of mid-ir and near-ir components in photothermal sensing is yet another approach for the implementation of miniaturised, energy efficient and low-cost advanced sensory system. to accomplish its goals, m3nir co-integrates advanced electronics and data processing units in the systems as well. m3nir demonstrates its novel approaches at trl5 for the monitoring of ghg and ships emission (a drone-mounted sensor to be demonstrated), detection of phosphates and nitrates in water and the breath analysis for health and well-being related applications.",2023-01-17 16:12:36,244187,10.3030/101093008
101137084,FORTE,SIGNED,frequency-agile lasers for photonic sensing,2023-10-01,2026-03-31,"1966218,75","1966218,75",HORIZON.3.1,HORIZON-EIC-2023-TRANSITIONOPEN-01,2023-09-18,HORIZON,HORIZON-EIC-2023-TRANSITION-01,HORIZON-EIC-2023-TRANSITION-01,HORIZON-EIC,,"lasers are a ubiquitous technology in optical communication, sensors, lidar or emerging quantum science and technology. yet, the principles by which lasers are manufactured have remarkably not changed since the invention of the laser: they are assembled by hand, using bulk components or optical fibers. while integrated lasers based on silicon photonics exist, they do not challenge such high performance legacy lasers systems. forte will change this notion. building on a recent breakthrough in the field of low loss integrated photonics it is today possible to create lasers that are low cost, wafer scale manufacturable that have better performance that the fiber laser  the workhorse of fiber sensing and gold standard in coherence.  the overarching ambition of this eic transition project is to develop a prototype and mature photonic integrated circuit-based frequency-agile ultra-low noise laser technology, and apply it to the domain of fiber sensing and fmcw lidar, and to develop a scalable manufacturing. the unique selling points (usp) of the platform are that it is based on photonic integrated circuit technology that is scalable, flexible, reconfigurable, and extremely high performance in terms of optical coherence and frequency-agility. the technology is based on a patented approach that combines ultra-low loss photonic integrated circuits based on silicon nitride, with mems technology, as used in wireless technology. the approach addresses the need for low-noise laser sources in multiple domains of photonic sensing including distributed fiber optic sensing (dfos) and coherent laser ranging (fmcw lidar). the consortium includes companies in fiber sensing, lidar as well as in the development of industrial manufacturing tools. the results will be commercialized by the involvement of sme in fiber sensing, and a dedicated startup to bring hybrid integrated frequency agile low noise lasers to the market.",2024-09-06 18:33:34,257341,10.3030/101137084
101080164,UVQuanT,SIGNED,deep ultraviolet laser for quantum technology,2022-10-01,2026-09-30,"2988332,5","2988332,25",HORIZON.2.4,HORIZON-CL4-2021-DIGITAL-EMERGING-02-16,2022-08-18,HORIZON,HORIZON-CL4-2021-DIGITAL-EMERGING-02,HORIZON-CL4-2021-DIGITAL-EMERGING-02,HORIZON-RIA,,"lasers are the heart of todays quantum science and technology. since their first invention they have been a flourishing research area and in a few decades have found application in an enormous variety of fields, eventually populating many aspects of our everyday life, also outside of the research laboratory. since the beginning,  there has been a natural push towards extending the accessible frequency range of coherent radiation, eventually covering the whole infrared (ir), visible (vis), and ultraviolet (uv) spectrum. the large energy and momenta of uv photons offers enormous potential for novel applications. however, for the same reason, deep technological challenges remain before they can be used effectively in science and technology. uvquant will tackle this challenge by developing the necessary industrial and scientific expertise to realise new-era, cost-effective lasers and laser optics for the uv and duv region, positioning the eu as the front-runner in this technology. uvquant will focus on new ways of increasing the production of coherent radiation in the uv and duv region, developing and testing lower cost, more rugged and practical solutions, and will test these novel systems in a range of experiments targeting quantum technology applications. combining the talent and expertise of industrial and academic partners, uvquant will build strong relationships for establishing a path for next-generation quantum technologies.",2022-09-12 15:00:27,240745,10.3030/101080164
101131069,AgiLight,SIGNED,frequency-agile integrated photonic light sources across the visible and near-infrared spectrum,2024-10-01,2028-03-31,"2786477,5","2786477,5",HORIZON.3.1,HORIZON-EIC-2023-PATHFINDEROPEN-01-01,2024-04-12,HORIZON,HORIZON-EIC-2023-PATHFINDEROPEN-01,HORIZON-EIC-2023-PATHFINDEROPEN-01,HORIZON-EIC,,"lasers are ubiquitous in science and technology, with applications ranging from optical communications and quantum technologies to metrology and sensing and to life sciences and medical diagnostics. however, most commercially used lasers are still based on legacy optical schemes. these devices are either bulky and expensive limiting product development, or lack the ability to quickly sweep or precisely control the laser wavelength, which is key to many applications. at the same time, the advent of advanced photonic integration platforms such as silicon photonics has opened new perspectives, realized only for exascale data centers in telecommunication wavelengths around 1310 and 1550 nm.agilight aims at establishing a new class of integrated lasers that can address the entire wavelength range from the blue (400 nm) to the infrared (2.7 m). these devices rely on a hybrid integration platform that combines ultra-low-loss silicon nitride photonic circuits with advanced tuning actuators and with iii-v gain elements, exploiting highly scalable assembly concepts based on 3d printing. the devices will offer high output powers (> 100 mw), down to hz-level laser linewidths, and unprecedented frequency agility with nanosecond response times and wideband tunability. comprising leading european research groups and high-tech start-ups as well as a major industrial player, agilight will translate ground-breaking research to rapid technology uptake and tailor laser systems for atomic and molecular physics and optics, distance ranging and sensing using the expertise of end-users. the project covers the theoretical and nanofabrication foundations of the envisaged light sources as well as their implementation and functional demonstration in highly relevant research applications throughout the visible and near-infrared spectrum. agilight will lay the foundation for an all-european value chain of a novel class of light sources, covering the iii-v and low-loss pics.",2024-04-16 14:51:09,262398,10.3030/101131069
101080166,AQuRA,SIGNED,advanced quantum clock for real-world applications,2022-12-01,2026-05-31,8897135,"7485727,25",HORIZON.2.4,HORIZON-CL4-2021-DIGITAL-EMERGING-02-20,2022-11-22,HORIZON,HORIZON-CL4-2021-DIGITAL-EMERGING-02,HORIZON-CL4-2021-DIGITAL-EMERGING-02,HORIZON-IA,,"optical clocks are amazingly stable frequency standards, which would remain accurate to within one second over the age of the universe. bringing these clocks from the lab to the market offers great opportunities for telecommunications, navigation, sensing, and science, but no commercial optical clock exists. europe's world leading optical clock technology within academia and national metrology institutes combined with its strong photonics industry, provide us with a golden opportunity to take a leading position in this strategic technology.  with aqura we want to seize this opportunity and build up a sovereign, efficient industrial capability able to build the world’s most advanced quantum clocks. we will deliver the first industry-built, rugged and transportable optical clock with an accuracy that approaches the best laboratory clocks. our work is based on the experience that many of us gained by building an optical clock with industry during the quantum flagship project iqclock (2018-2022). in aqura industry takes the lead and will deliver a 20x more accurate clock in a 3x smaller volume at trl 7. this will be possible by combining our industry partners’ experience in rugged photonics products with the know-how of our world-leading academic and national metrology institute partners. we will build, strengthen and diversify the european supply chain of optical clock components, filling critical gaps in the supply chain, and thereby establish a sovereign, competitive industry for optical clocks. in particular we will develop the rugged laser sources, miniaturized optical interface circuits, and the atom source needed for an optical clock, all of which will also become products on their own. partner menlo systems will integrate these components with their ultrastable laser system into the aqura optical clock. we will accelerate market uptake by demonstrating our clock's usefulness to applications in telecom, geodesy and metrology, and by engaging with end users.",2022-11-28 13:29:34,243314,10.3030/101080166
101146834,QlibriNANO,SIGNED,the world’s most sensitive absorption microscope,2024-07-01,2027-06-30,2480000,2480000,HORIZON.3.1,HORIZON-EIC-2023-TRANSITIONOPEN-01,2024-03-09,HORIZON,HORIZON-EIC-2023-TRANSITION-01,HORIZON-EIC-2023-TRANSITION-01,HORIZON-EIC,,"qlibrinano is the worlds most sensitive absorption microscope (1,000 times more sensitive than state-of-the-art), enabling the detection, imaging, characterization, understanding and development of nanoscale matter on a new level by its unique combination of fast and ultrasensitive hyperspectral imaging. qlibrinano gives access to a so-far inaccessible area of information relevant for research fields like nanoparticles, optical coatings, thin films, among others, making the invisible visible for the first time. our innovation rests on the usage of an optical microresonator instead of a conventional objective. we have untapped this possibility, since qlibri has developed a breakthrough fabrication method of micromirrors based on a semiconductor quantum cascade laser system. this proprietary method has allowed qlibri to become the first company in the world to commercialize micromirrors, a key component for our first-of-its-kind resonator microscope. qlibris unique blend of expertise, combining a profound know-how in microresonators and deep understanding of microscopy, particularly raster scanning techniques, has made it possible to make a technology transfer from quantum optics to optical microscopy to develop qlibrinano. the great market potential of our disruptive resonator microscope has been confirmed by more than 20 prospective customers. this eic transition project has the objective of validating the product-market fit for the nanotechnology and optical coatings markets, improving the technical requirements (mostly fast spectroscopy) of our system as well as the usability, and validating these technological improvements with end users in these sectors (trl 6). moreover, we aim to improve the manufacturability of qlibrinano, and ensure a cost-efficient, scalable and reliable manufacturing. upon accomplishment of these objectives, qlibri will be in a good position to raise the necessary funds to tackle the trl 7-9 activities and reach the market by 2027.",2024-03-13 11:01:38,260486,10.3030/101146834
101070441,LOLIPOP,SIGNED,lithium niobate empowered silicon nitride platform for fragmentation free operation in the visible and the nir,2022-09-01,2026-02-28,"4996729,25","4996729,25",HORIZON.2.4,HORIZON-CL4-2021-DIGITAL-EMERGING-01-07,2022-06-23,HORIZON,HORIZON-CL4-2021-DIGITAL-EMERGING-01,HORIZON-CL4-2021-DIGITAL-EMERGING-01,HORIZON-RIA,,"despite the huge progress by photonics, extended spectral bands at wavelengths below 1100 nm remain heavily underserved in terms of integration solutions. at the same time, the silicon nitride is booming and the lithium niobate is making an impressive comeback in the form of lithium niobate on insulator (lnoi), with both materials being transparent both in the visible and the nir. with all these viewed as a unique opportunity, lolipop steps in to develop a disruptive platform that will offer the highest integration, modulation and second order nonlinear performance in the entire spectrum from 400 up to 1600 nm, based on the combination of the lnoi and the silicon-nitride (triplex) technology. to this end, lolipop will develop die-bonding and micro-transfer-printing methods for low-loss (<0.5 db) integration of lnoi films on triplex without compromise in the functionality of the two platforms. it will also develop a process for growth of ge photodiodes (pds) inside pockets and a process for flip-chip bonding of active elements inside recesses on triplex. given the possibility of the ge-pds to operate in the entire 400-1600 nm spectrum, and the flexibility of the bonding process to adapt to different actives and wavelengths, the picture of this ultra-wideband technology is complete. lolipop will demonstrate its potential via the development of: 1) the first ever integrated laser doppler vibrometer at 532 nm with ultra-narrow linewidth (<5 khz) and ultra-high modulation (6 ghz), 2) the first ever integrated fmcw-lidar at 905 nm with ultra-high linear chirp (10 ghz) and optical phased array-based 2d beam scanning, 3) photonic convolutional neural networks with record scale, computation speed (24 tops) and power consumption reduction compared to electronic solutions, and 4) the first ever integrated squeezed-state source with 6 db squeezing level for quantum applications at 1550 nm. a roadmap for the offering of lolipop technology as commercial service will be prepared.",2022-08-23 21:35:31,239951,10.3030/101070441
101134891,MILADO,SIGNED,multiwavelength laser for fast diagnostic in biomedical and manufacturing applications,2024-06-01,2027-05-31,0,"4943399,26",HORIZON.2.4,HORIZON-CL4-2023-DIGITAL-EMERGING-01-53,2024-05-30,HORIZON,HORIZON-CL4-2023-DIGITAL-EMERGING-01,HORIZON-CL4-2023-DIGITAL-EMERGING-01,HORIZON-RIA,,"milado will provide a robust and universal technology platform for low-cost and large volume fabrication of mid infrared (mir) lasers enabling novel sensors in medicine and production. key innovation is the technology upscale of the epitaxy of quantum-cascade-lasers (qcls) on large area substrates and the development of concepts for direct iii-v-epitaxy on silicon.merging iii-v and si-photonics by integrating qcls and si-based mir photonics using cmos-based technology well-established but very costly iii/v-technology-based manufacturing of qcl light sources for spectroscopic applications will be replaced by a cost-effective and scalable manufacturing technology on cea’s cmos pilot line bringing mir technology out of its niche. another building block of milado towards a general platform that can be extended for further integration of sensors and actuators in mems technology are mir-pics made from ge/sige-structures for the definition of waveguides, combiners and any other passive devices required to handle the optical connection of qcls. milado’s technology will open up new markets by enabling novel sensors for personal medical diagnostics or edge-sensors in chemical production. the versatility of the approach will be demonstrated in use cases covering process control and medical diagnostics reaching from the hospital to the patient covering waste anaesthetic gas detection, histopathology to biomarker monitoring.",2024-06-10 15:55:57,263929,10.3030/101134891
